Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Session,Order pressed,Response type
S2,2017.09.27,94,25,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,190.2333,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,95,26,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.7,196.9333,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,96,26,A,B,1,0,No Hint,Unknown,bl,bl,bl,1,197.9333,4006,4,1,FALSE,0,3,2,4,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,97,26,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,198.2167,4006,4,1,FALSE,0,3,4,0,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,98,26,D,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,198.45,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,118,32,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.65,239.4167,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,119,32,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,239.7833,4006,4,1,FALSE,0,3,4,0,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,120,32,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4166667,240.2,4006,4,1,FALSE,0,3,0,5,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,121,32,D,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,240.5833,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,122,33,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.1,246.6833,4006,4,1,FALSE,0,3,3,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,123,33,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,247,4006,4,1,FALSE,0,3,0,5,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,124,33,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,247.35,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,125,33,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,247.65,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,126,34,C,A,1,0,No Hint,Unknown,bl,bl,bl,4.016667,255.6,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,127,34,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.8166667,256.4167,4006,4,1,FALSE,0,3,2,1,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,128,34,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,256.85,4006,4,1,FALSE,0,3,1,5,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,129,34,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,257.15,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,142,38,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.85,284.4333,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,143,38,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.9,285.3333,4006,4,1,FALSE,0,3,5,2,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,144,38,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,285.6,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,145,38,D,D,1,0,No Hint,Unknown,1,0,bl,0.35,285.95,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,150,40,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,297.5333,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,151,40,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,297.8333,4006,4,1,FALSE,0,3,3,0,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,152,40,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4833333,298.3167,4006,4,1,FALSE,0,3,0,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,153,40,D,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,298.55,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,158,42,C,A,1,0,No Hint,Unknown,bl,bl,bl,3.15,311.85,4006,4,1,FALSE,0,3,2,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,159,42,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,312.2333,4006,4,1,FALSE,0,3,3,1,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,160,42,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.7333333,312.9667,4006,4,1,FALSE,0,3,1,2,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,161,42,D,D,1,0,No Hint,Unknown,1,0,bl,0.7333333,313.7,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,162,43,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.366667,319.2333,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,163,43,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,319.4833,4006,4,1,FALSE,0,3,5,1,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,164,43,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,319.85,4006,4,1,FALSE,0,3,1,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,165,43,D,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,320.1167,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,166,44,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.216667,327.2833,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,167,44,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,327.6167,4006,4,1,FALSE,0,3,2,5,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,168,44,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,327.9,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,169,44,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,328.2,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,198,52,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.2,381.0833,4006,4,1,FALSE,0,3,4,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,199,52,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.5,381.5833,4006,4,1,FALSE,0,3,2,3,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,200,52,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.6666667,382.25,4006,4,1,FALSE,0,3,3,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,201,52,D,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,382.5167,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,202,53,C,A,1,0,No Hint,Unknown,bl,bl,bl,2,388.5167,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,203,53,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,388.8333,4006,4,1,FALSE,0,3,5,0,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,204,53,B,C,1,0,No Hint,Unknown,bl,bl,bl,1.15,389.9833,4006,4,1,FALSE,0,3,0,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,205,53,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,390.3,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,206,54,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,395.75,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,207,54,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,396.05,4006,4,1,FALSE,0,3,1,5,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,208,54,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.6,396.65,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,209,54,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,396.9333,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,214,56,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.65,410.6667,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S2,2017.09.27,215,56,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.35,411.0167,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,,
S2,2017.09.27,216,56,D,C,1,0,No Hint,Unknown,bl,bl,bl,2.9,413.9167,4006,4,1,FALSE,0,3,2,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,217,56,B,D,1,0,No Hint,Unknown,1,0,bl,0.3833333,414.3,4006,4,1,FALSE,0,3,1,2,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,226,59,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.366667,433,4006,4,1,FALSE,0,3,4,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,227,59,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.8333333,433.8333,4006,4,1,FALSE,0,3,1,3,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,228,59,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.6166667,434.45,4006,4,1,FALSE,0,3,3,4,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,229,59,D,D,1,0,No Hint,Unknown,1,0,bl,0.5,434.95,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,230,60,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,440.65,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,231,60,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,441.0833,4006,4,1,FALSE,0,3,5,4,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,232,60,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,441.45,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,233,60,D,D,1,0,No Hint,Unknown,1,0,bl,0.95,442.4,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,242,63,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.8,461.7167,4006,4,1,FALSE,0,3,1,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,243,63,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,461.9833,4006,4,1,FALSE,0,3,3,4,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,244,63,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,462.25,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,245,63,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,462.4667,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,249,65,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.866667,476.4833,4006,4,1,FALSE,0,3,1,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,250,65,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,476.7833,4006,4,1,FALSE,0,3,4,5,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,251,65,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,477.0667,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,252,65,D,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,477.4333,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,253,66,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.366667,482.8167,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,254,66,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,483.2,4006,4,1,FALSE,0,3,1,4,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,255,66,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,483.5167,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,256,66,D,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,483.7833,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,261,68,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.833333,495.0667,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S2,2017.09.27,262,68,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,495.4,4006,4,1,FALSE,0,3,0,3,4006.03,,80,3,2,1,Testing,,
S2,2017.09.27,263,68,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,495.6833,4006,4,1,FALSE,0,3,1,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,264,68,B,D,1,0,No Hint,Unknown,1,0,bl,0.7833333,496.4667,4006,4,1,FALSE,0,3,3,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,273,71,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.616667,515.05,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,274,71,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,515.35,4006,4,1,FALSE,0,3,1,4,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,275,71,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.75,516.1,4006,4,1,FALSE,0,3,4,0,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,276,71,D,D,1,0,No Hint,Unknown,1,0,bl,0.7166667,516.8167,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,277,72,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.433333,524.1833,4006,4,1,FALSE,0,3,5,3,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,278,72,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,524.5167,4006,4,1,FALSE,0,3,3,2,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,279,72,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,524.8333,4006,4,1,FALSE,0,3,2,5,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,280,72,D,D,1,0,No Hint,Unknown,1,0,bl,0.8166667,525.65,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,289,75,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.283333,544.75,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,290,75,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,545.1833,4006,4,1,FALSE,0,3,1,2,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,291,75,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,545.55,4006,4,1,FALSE,0,3,2,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,292,75,D,D,1,0,No Hint,Unknown,1,0,bl,0.3333333,545.8833,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,297,77,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.583333,559.5167,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S2,2017.09.27,298,77,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,559.8167,4006,4,1,FALSE,0,3,1,0,4006.03,,80,3,2,1,Testing,,
S2,2017.09.27,299,77,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,560.1,4006,4,1,FALSE,0,3,3,1,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,300,77,B,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,560.3667,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,301,78,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.2,566.2,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,302,78,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,566.5167,4006,4,1,FALSE,0,3,2,3,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,303,78,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.4,566.9167,4006,4,1,FALSE,0,3,3,1,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,304,78,D,D,1,0,No Hint,Unknown,1,0,bl,0.3,567.2167,4006,4,1,FALSE,0,3,0,0,4006.04,,80,3,2,1,Testing,,
S2,2017.09.27,305,79,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.1,572.6667,4006,4,1,FALSE,0,3,3,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S2,2017.09.27,306,79,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.6666667,573.3333,4006,4,1,FALSE,0,3,0,5,4006.01,,80,3,2,1,Testing,,
S2,2017.09.27,307,79,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,573.7167,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,,
S2,2017.09.27,308,79,D,D,1,0,No Hint,Unknown,1,0,bl,0.85,574.5667,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,13,4,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.833333,31.26667,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,14,4,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.8,32.06667,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,15,4,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.8166667,32.88333,4006,4,1,FALSE,0,3,5,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,16,4,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,33.13333,4006,4,1,FALSE,0,3,1,5,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,25,7,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.033333,54.33333,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,26,7,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,54.63333,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,27,7,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,54.9,4006,4,1,FALSE,0,3,0,1,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,28,7,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,55.18333,4006,4,1,FALSE,0,3,5,0,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,33,9,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.333333,68.83333,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,34,9,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,69.21667,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,35,9,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.7666667,69.98333,4006,4,1,FALSE,0,3,2,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,36,9,B,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,70.25,4006,4,1,FALSE,0,3,1,2,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,45,12,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.433333,90.3,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,46,12,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,90.61667,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,47,12,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,90.93333,4006,4,1,FALSE,0,3,5,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,48,12,B,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,91.25,4006,4,1,FALSE,0,3,1,5,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,49,13,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.666667,96.81667,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,50,13,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,97.15,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,51,13,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,97.45,4006,4,1,FALSE,0,3,1,2,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,52,13,B,D,1,0,No Hint,Unknown,1,0,bl,0.3,97.75,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,53,14,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.533333,103.2,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,54,14,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,103.5167,4006,4,1,FALSE,0,3,2,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,55,14,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,103.8333,4006,4,1,FALSE,0,3,4,2,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,56,14,B,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,104.15,4006,4,1,FALSE,0,3,1,4,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,57,15,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.383333,109.2667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,58,15,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,109.5833,4006,4,1,FALSE,0,3,3,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,59,15,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,109.85,4006,4,1,FALSE,0,3,5,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,60,15,B,D,1,0,No Hint,Unknown,1,0,bl,0.75,110.6,4006,4,1,FALSE,0,3,4,5,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,61,16,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.3,115.5167,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,62,16,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,115.8833,4006,4,1,FALSE,0,3,1,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,63,16,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,116.1833,4006,4,1,FALSE,0,3,3,1,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,64,16,B,D,1,0,No Hint,Unknown,1,0,bl,0.7166667,116.9,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,65,17,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.583333,123.2333,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,66,17,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,123.5,4006,4,1,FALSE,0,3,0,2,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,67,17,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,123.8333,4006,4,1,FALSE,0,3,1,0,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,68,17,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,124.1167,4006,4,1,FALSE,0,3,2,1,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,77,20,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.533333,142.5,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,78,20,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.35,142.85,4006,4,1,FALSE,0,3,3,4,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,79,20,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,143.1667,4006,4,1,FALSE,0,3,2,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,80,20,B,D,1,0,No Hint,Unknown,1,0,bl,0.6833333,143.85,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,85,22,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.75,155.9833,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,86,22,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,156.3667,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,87,22,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,156.6833,4006,4,1,FALSE,0,3,0,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,88,22,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,156.9667,4006,4,1,FALSE,0,3,1,0,4006.02,,80,3,2,1,Testing,,
S4,2017.09.28,89,23,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.566667,162.2667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S4,2017.09.28,90,23,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.9166667,163.1833,4006,4,1,FALSE,0,3,3,2,4006.03,,80,3,2,1,Testing,,
S4,2017.09.28,91,23,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,163.4667,4006,4,1,FALSE,0,3,4,3,4006.04,,80,3,2,1,Testing,,
S4,2017.09.28,92,23,B,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,163.7833,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
