Sub,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,Session,Order pressed,Response type
S5,2017.09.29,65,17,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.4,123.8667,4006,4,1,FALSE,0,3,5,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,66,17,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,124.1667,4006,4,1,FALSE,0,3,1,3,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,67,17,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,124.4167,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,68,17,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,124.6667,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,97,25,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.416667,180.9667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,98,25,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,181.25,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,99,25,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,181.5167,4006,4,1,FALSE,0,3,1,5,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,100,25,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,181.7667,4006,4,1,FALSE,0,3,2,1,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,105,27,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.816667,193.85,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,106,27,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2833333,194.1333,4006,4,1,FALSE,0,3,4,3,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,107,27,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,194.4,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,108,27,D,D,1,0,No Hint,Unknown,1,0,bl,0.8833333,195.2833,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,113,29,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.233333,206.4667,4006,4,1,FALSE,0,3,2,5,4006.03,,80,3,2,1,Testing,CADB,Crossed
S5,2017.09.29,114,29,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,206.7,4006,4,1,FALSE,0,3,5,4,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,115,29,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,207.0333,4006,4,1,FALSE,0,3,3,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,116,29,B,D,1,0,No Hint,Unknown,1,0,bl,0.8,207.8333,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,117,30,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.583333,215.0667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,118,30,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.5666667,215.6333,4006,4,1,FALSE,0,3,1,3,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,119,30,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,215.9833,4006,4,1,FALSE,0,3,2,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,120,30,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,216.35,4006,4,1,FALSE,0,3,3,2,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,122,32,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.216667,230.3333,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ABDC,ALL OTHER
S5,2017.09.29,123,32,B,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,230.6,4006,4,1,FALSE,0,3,5,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,124,32,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,230.8667,4006,4,1,FALSE,0,3,1,0,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,125,32,C,D,1,0,No Hint,Unknown,1,0,bl,0.25,231.1167,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,126,33,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.3,237.5,4006,4,1,FALSE,0,3,3,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,127,33,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.8333333,238.3333,4006,4,1,FALSE,0,3,0,5,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,128,33,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,238.6667,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,129,33,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,238.9833,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,134,35,B,A,1,0,No Hint,Unknown,bl,bl,bl,1.033333,250.5167,4006,4,1,FALSE,0,3,5,1,4006.02,,80,3,2,1,Testing,BADC,ALL OTHER
S5,2017.09.29,135,35,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,250.7833,4006,4,1,FALSE,0,3,1,5,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,136,35,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,251,4006,4,1,FALSE,0,3,4,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,137,35,C,D,1,0,No Hint,Unknown,1,0,bl,0.25,251.25,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,148,39,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.216667,277.1,4006,4,1,FALSE,0,3,3,5,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,149,39,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,277.3667,4006,4,1,FALSE,0,3,5,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,150,39,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.3,277.6667,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,151,39,D,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,277.95,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,152,40,D,A,1,0,No Hint,Unknown,bl,bl,bl,1.333333,283.6667,4006,4,1,FALSE,0,3,2,1,4006.04,,80,3,2,1,Testing,DCAB,ALL OTHER
S5,2017.09.29,153,40,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,283.9333,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,154,40,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,284.15,4006,4,1,FALSE,0,3,1,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,155,40,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,284.4,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,160,42,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.116667,295.9667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,161,42,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.7,296.6667,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,162,42,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,296.9167,4006,4,1,FALSE,0,3,4,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,163,42,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,297.2,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,168,44,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.7,310.4833,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,169,44,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3333333,310.8167,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,170,44,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2,311.0167,4006,4,1,FALSE,0,3,3,0,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,171,44,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,311.2667,4006,4,1,FALSE,0,3,4,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,174,46,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.15,325.7667,4006,4,1,FALSE,0,3,0,0,4006.01,,80,3,2,1,Testing,ABCD,Tail Embedded
S5,2017.09.29,175,46,B,B,1,0,No Hint,Unknown,bl,bl,bl,0.2,325.9667,4006,4,1,FALSE,0,3,1,1,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,176,46,C,C,1,0,No Hint,Unknown,bl,bl,bl,0.2,326.1667,4006,4,1,FALSE,0,3,3,3,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,177,46,D,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,326.4,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,186,49,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.15,344.4667,4006,4,1,FALSE,0,3,2,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,187,49,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,344.7167,4006,4,1,FALSE,0,3,1,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,188,49,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,344.9667,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,189,49,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,345.1833,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,190,50,B,A,1,0,No Hint,Unknown,bl,bl,bl,0.9833333,350.2167,4006,4,1,FALSE,0,3,3,5,4006.02,,80,3,2,1,Testing,BDCA,ALL OTHER
S5,2017.09.29,191,50,D,B,1,0,No Hint,Unknown,bl,bl,bl,0.2666667,350.4833,4006,4,1,FALSE,0,3,2,3,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,192,50,C,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,350.7,4006,4,1,FALSE,0,3,4,4,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,193,50,A,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,350.9167,4006,4,1,FALSE,0,3,5,2,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,194,51,B,A,1,0,No Hint,Unknown,bl,bl,bl,1.083333,356.2,4006,4,1,FALSE,0,3,5,3,4006.02,,80,3,2,1,Testing,BCAD,ALL OTHER
S5,2017.09.29,195,51,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.1,357.3,4006,4,1,FALSE,0,3,1,5,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,196,51,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,357.6833,4006,4,1,FALSE,0,3,3,1,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,197,51,D,D,1,0,No Hint,Unknown,1,0,bl,0.3166667,358,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,206,54,C,A,1,0,No Hint,Unknown,bl,bl,bl,2.233333,376.9833,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,207,54,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.6,377.5833,4006,4,1,FALSE,0,3,1,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,208,54,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,377.8167,4006,4,1,FALSE,0,3,0,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,209,54,D,D,1,0,No Hint,Unknown,1,0,bl,0.8166667,378.6333,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,210,55,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.3,384.4333,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,211,55,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,384.75,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,212,55,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,385,4006,4,1,FALSE,0,3,2,0,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,213,55,B,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,385.2167,4006,4,1,FALSE,0,3,1,2,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,222,58,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.75,403.0833,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S5,2017.09.29,223,58,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3,403.3833,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,224,58,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,403.6167,4006,4,1,FALSE,0,3,4,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,225,58,B,D,1,0,No Hint,Unknown,1,0,bl,0.2666667,403.8833,4006,4,1,FALSE,0,3,2,4,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,226,59,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.066667,409.6167,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,227,59,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.35,409.9667,4006,4,1,FALSE,0,3,0,1,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,228,59,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.1833333,410.15,4006,4,1,FALSE,0,3,1,4,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,229,59,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,410.4,4006,4,1,FALSE,0,3,3,3,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,234,61,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.9666667,421.1833,4006,4,1,FALSE,0,3,1,3,4006.03,,80,3,2,1,Testing,CADB,Crossed
S5,2017.09.29,235,61,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,421.4167,4006,4,1,FALSE,0,3,3,4,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,236,61,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,421.6667,4006,4,1,FALSE,0,3,5,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,237,61,B,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,421.8833,4006,4,1,FALSE,0,3,4,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,238,62,D,A,1,0,No Hint,Unknown,bl,bl,bl,0.9833333,426.85,4006,4,1,FALSE,0,3,1,2,4006.04,,80,3,2,1,Testing,DCBA,ALL OTHER
S5,2017.09.29,239,62,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,427.0833,4006,4,1,FALSE,0,3,4,3,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,240,62,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,427.3,4006,4,1,FALSE,0,3,3,4,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,241,62,A,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,427.5833,4006,4,1,FALSE,0,3,2,1,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,242,63,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.166667,432.6333,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,243,63,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.25,432.8833,4006,4,1,FALSE,0,3,1,2,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,244,63,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,433.1,4006,4,1,FALSE,0,3,2,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,245,63,D,D,1,0,No Hint,Unknown,1,0,bl,0.25,433.35,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,246,64,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.883333,439.2333,4006,4,1,FALSE,0,3,5,2,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,247,64,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.75,439.9833,4006,4,1,FALSE,0,3,2,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,248,64,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,440.2333,4006,4,1,FALSE,0,3,0,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,249,64,D,D,1,0,No Hint,Unknown,1,0,bl,0.2166667,440.45,4006,4,1,FALSE,0,3,1,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,250,65,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.45,445.8333,4006,4,1,FALSE,0,3,0,1,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,251,65,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.1833333,446.0167,4006,4,1,FALSE,0,3,1,2,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,252,65,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.2,446.2167,4006,4,1,FALSE,0,3,2,0,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,253,65,D,D,1,0,No Hint,Unknown,1,0,bl,0.75,446.9667,4006,4,1,FALSE,0,3,4,4,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,254,66,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.233333,452.0667,4006,4,1,FALSE,0,3,5,4,4006.03,,80,3,2,1,Testing,CABD,Center Embedded
S5,2017.09.29,255,66,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.6166667,452.6833,4006,4,1,FALSE,0,3,4,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,256,66,B,C,1,0,No Hint,Unknown,bl,bl,bl,0.25,452.9333,4006,4,1,FALSE,0,3,0,5,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,257,66,D,D,1,0,No Hint,Unknown,1,0,bl,0.8,453.7333,4006,4,1,FALSE,0,3,2,2,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,266,69,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.066667,469.85,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,CDAB,Tail Embedded
S5,2017.09.29,267,69,D,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,470.0833,4006,4,1,FALSE,0,3,3,1,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,268,69,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,470.3167,4006,4,1,FALSE,0,3,0,4,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,269,69,B,D,1,0,No Hint,Unknown,1,0,bl,0.1666667,470.4833,4006,4,1,FALSE,0,3,1,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,270,70,C,A,1,0,No Hint,Unknown,bl,bl,bl,1.7,475.8833,4006,4,1,FALSE,0,3,1,2,4006.03,,80,3,2,1,Testing,CBAD,ALL OTHER
S5,2017.09.29,271,70,B,B,1,0,No Hint,Unknown,bl,bl,bl,0.2,476.0833,4006,4,1,FALSE,0,3,0,0,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,272,70,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,476.3,4006,4,1,FALSE,0,3,2,1,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,273,70,D,D,1,0,No Hint,Unknown,1,0,bl,0.1833333,476.4833,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,294,76,D,A,1,0,No Hint,Unknown,bl,bl,bl,0.9166667,510.1,4006,4,1,FALSE,0,3,5,2,4006.04,,80,3,2,1,Testing,DBAC,ALL OTHER
S5,2017.09.29,295,76,B,B,1,0,No Hint,Unknown,bl,bl,bl,0.2,510.3,4006,4,1,FALSE,0,3,4,4,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,296,76,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,510.5167,4006,4,1,FALSE,0,3,2,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,297,76,C,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,510.75,4006,4,1,FALSE,0,3,0,5,4006.03,,80,3,2,1,Testing,,
S5,2017.09.29,302,78,C,A,1,0,No Hint,Unknown,bl,bl,bl,0.5833333,520.4167,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,CBAD,ALL OTHER
S5,2017.09.29,303,78,B,B,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,520.6333,4006,4,1,FALSE,0,3,3,3,4006.02,,80,3,2,1,Testing,,
S5,2017.09.29,304,78,A,C,1,0,No Hint,Unknown,bl,bl,bl,0.2,520.8333,4006,4,1,FALSE,0,3,0,4,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,305,78,D,D,1,0,No Hint,Unknown,1,0,bl,0.6,521.4333,4006,4,1,FALSE,0,3,5,5,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,306,79,B,A,1,0,No Hint,Unknown,bl,bl,bl,0.8833333,525.9667,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,BADC,ALL OTHER
S5,2017.09.29,307,79,A,B,1,0,No Hint,Unknown,bl,bl,bl,0.2333333,526.2,4006,4,1,FALSE,0,3,2,0,4006.01,,80,3,2,1,Testing,,
S5,2017.09.29,308,79,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.1833333,526.3833,4006,4,1,FALSE,0,3,1,3,4006.04,,80,3,2,1,Testing,,
S5,2017.09.29,309,79,C,D,1,0,No Hint,Unknown,1,0,bl,0.25,526.6333,4006,4,1,FALSE,0,3,3,1,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,1,1,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.016667,8.133333,4006,4,1,FALSE,0,3,3,3,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,2,1,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.133333,9.2,4006,4,1,FALSE,0,3,4,5,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,3,1,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.35,9.55,4006,4,1,FALSE,0,3,0,4,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,4,1,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,9.916667,4006,4,1,FALSE,0,3,5,0,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,9,3,A,A,1,0,No Hint,Unknown,bl,bl,bl,4.166667,26.23333,4006,4,1,FALSE,0,3,1,1,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,10,3,C,B,1,0,No Hint,Unknown,bl,bl,bl,1.666667,27.9,4006,4,1,FALSE,0,3,3,4,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,11,3,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,28.26667,4006,4,1,FALSE,0,3,2,3,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,12,3,B,D,1,0,No Hint,Unknown,1,0,bl,0.3666667,28.63333,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,17,5,A,A,1,0,No Hint,Unknown,bl,bl,bl,2.35,41.71667,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,18,5,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4,42.11667,4006,4,1,FALSE,0,3,2,4,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,19,5,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,42.43333,4006,4,1,FALSE,0,3,1,2,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,20,5,B,D,1,0,No Hint,Unknown,1,0,bl,0.2833333,42.71667,4006,4,1,FALSE,0,3,4,1,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,29,8,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.466667,64.6,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,30,8,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3666667,64.96667,4006,4,1,FALSE,0,3,0,4,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,31,8,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.4,65.36667,4006,4,1,FALSE,0,3,2,0,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,32,8,B,D,1,0,No Hint,Unknown,1,0,bl,0.2333333,65.6,4006,4,1,FALSE,0,3,4,2,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,37,10,A,A,1,0,No Hint,Unknown,bl,bl,bl,1.7,78.75,4006,4,1,FALSE,0,3,4,4,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,38,10,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.3166667,79.06667,4006,4,1,FALSE,0,3,0,3,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,39,10,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.2166667,79.28333,4006,4,1,FALSE,0,3,2,0,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,40,10,B,D,1,0,No Hint,Unknown,1,0,bl,0.25,79.53333,4006,4,1,FALSE,0,3,3,2,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,53,14,A,A,1,0,No Hint,Unknown,bl,bl,bl,3.05,108.2167,4006,4,1,FALSE,0,3,5,5,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
S7,2017.10.05,54,14,C,B,1,0,No Hint,Unknown,bl,bl,bl,0.4333333,108.65,4006,4,1,FALSE,0,3,4,0,4006.03,,80,3,2,1,Testing,,
S7,2017.10.05,55,14,D,C,1,0,No Hint,Unknown,bl,bl,bl,0.3833333,109.0333,4006,4,1,FALSE,0,3,2,4,4006.04,,80,3,2,1,Testing,,
S7,2017.10.05,56,14,B,D,1,0,No Hint,Unknown,1,0,bl,0.4,109.4333,4006,4,1,FALSE,0,3,0,2,4006.02,,80,3,2,1,Testing,,
S7,2017.10.05,57,15,A,A,1,0,No Hint,Unknown,bl,bl,bl,4.133333,117.5667,4006,4,1,FALSE,0,3,2,2,4006.01,,80,3,2,1,Testing,ACDB,Center Embedded
